startTS,baseId,forecast,usage,error
86400,301,214932.8,290464.28,0.2600370943546295
86400,306,0.0,8618.556,1.0
86400,313,267361.0,48580.688,4.503442287445068
86400,325,39351.48,377215.6,0.8956791162490845
86400,352,179624.3,362826.62,0.5049307942390442
86400,369,136746.98,51458.484,1.657423496246338
86400,383,0.0,6160.149,1.0
86400,386,189211.89,253401.55,0.25331202149391174
86400,389,276266.66,2392562.2,0.8845310211181641
86400,399,260053.84,12811.757,19.298063278198242
86400,409,205352.34,275106.88,0.2535543143749237
86400,414,36743.086,107516.76,0.6582571268081665
86400,423,226345.08,40742.926,4.555445194244385
86400,434,559840.56,1134761.1,0.5066445469856262
86400,464,200527.83,2455.4714,80.66571807861328
86400,470,116122.49,15569.758,6.458208084106445
86400,476,162462.36,216625.88,0.25003254413604736
86400,481,130718.875,944111.1,0.8615429401397705
86400,490,183897.36,245655.75,0.2514021694660187
86400,494,402327.2,27849.549,13.446452140808105
86400,507,253156.52,15343.085,15.499714851379395
86400,545,288769.47,640828.3,0.549380898475647
86400,555,695036.1,785726.3,0.11542210727930069
86400,584,0.0,6498.47,1.0
86400,587,0.0,27182.648,1.0
86400,595,28276.824,6504.9775,3.346951961517334
86400,601,0.0,328019.25,1.0
86400,632,96340.375,2658.472,35.23900604248047
86400,647,51851.965,10790.561,3.8053081035614014
86400,656,42616.34,8308.621,4.129171371459961
86400,661,85663.445,7720.839,10.09509563446045
86400,664,0.0,1221.6768,1.0
86400,669,0.0,3249.235,1.0
86400,671,0.0,6912.7227,1.0
86400,678,61184.586,74334.664,0.17690370976924896
86400,683,0.0,189506.27,1.0
86400,699,60116.38,9959.23,5.036247253417969
86400,704,48339.33,9493.881,4.091629981994629
86400,709,68625.195,1692.994,39.534812927246094
86400,721,117345.12,10380.3545,10.30453872680664
86400,728,95655.72,1590.0867,59.15755081176758
86400,732,72956.15,7663.0713,8.52048397064209
86400,738,21044.08,129914.445,0.8380158543586731
86400,752,0.0,4974.815,1.0
86400,769,25753.395,4181.3203,5.159153938293457
86400,775,16844.777,7570.283,1.2251185178756714
86400,780,50969.043,4482.0454,10.371826171875
86400,785,47386.508,6375.868,6.432165622711182
86400,791,73217.65,6850.0107,9.688691139221191
86400,799,47472.13,7028.491,5.754241466522217
86400,829,44851.062,7899.4346,4.677756309509277
86400,843,14750.224,1060.0667,12.914430618286133
86400,846,59255.2,7625.218,6.770951747894287
86400,855,59360.484,6602.9536,7.989989757537842
86400,859,105902.97,12450.946,7.505616188049316
86400,886,0.0,9956.713,1.0
86400,892,21355.707,1232.8716,16.321924209594727
86400,896,45578.344,1232.8716,35.96925354003906
86400,900,54028.457,11165.166,3.839019298553467
86400,905,12358.306,1105.7069,10.176836967468262
86400,909,81211.58,102631.77,0.20870919525623322
86400,914,10086.702,8232.32,0.2252562791109085
86400,919,16852.031,80228.29,0.7899489998817444
86400,936,32461.152,1162.7788,26.9168758392334
86400,941,85545.19,108142.01,0.2089550644159317
86400,943,45419.66,6946.551,5.538447856903076
86400,947,255748.17,27268.86,8.378763198852539
86400,972,93971.82,31057.066,2.0257790088653564
86400,981,64924.055,7181.927,8.039921760559082
86400,986,114274.76,8973.938,11.73406982421875
86400,989,40374.98,1924.2628,19.982051849365234
86400,1001,50635.848,58244.387,0.13063128292560577
86400,1004,10400.377,2280.8184,3.559932231903076
86400,1009,126209.7,35427.13,2.5625157356262207
86400,1018,9214.5205,7305.9297,0.26123860478401184
86400,1021,13920.741,2025.9583,5.871188640594482
86400,1026,121071.76,12549.078,8.647860527038574
86400,1031,74752.875,8312.811,7.992490768432617
86400,1044,36135.207,8233.421,3.3888447284698486
86400,1048,2856.9648,7379.713,0.6128623485565186
86400,1054,50978.633,40183.895,0.2686334550380707
86400,1057,22459.46,3241.6133,5.928482532501221
86400,1062,62377.312,12369.874,4.042679786682129
86400,1080,59506.656,47285.9,0.25844401121139526
86400,1094,81062.13,13895.3,4.833780765533447
86400,1100,74223.55,12710.904,4.839359760284424
86400,1105,14576.415,7840.5576,0.8591043949127197
86400,1110,40710.895,7912.651,4.145038604736328
86400,1115,69443.086,85664.836,0.1893630027770996
86400,1121,20023.73,175198.97,0.8857086300849915
86400,1136,87822.27,1232.8716,70.23391723632812
86400,1140,46694.777,170147.17,0.7255623936653137
86400,1154,132878.12,5803.831,21.894899368286133
86400,1166,4687.088,256023.97,0.9816927313804626
86400,1190,82914.33,3327.9622,23.914443969726562
86400,1198,61537.266,9391.562,5.552399635314941
86400,1203,11328.525,1162.7788,8.742630958557129
86400,1234,41183.79,739.11115,54.720699310302734
86400,1238,17546.664,530.0333,32.10483169555664
86400,1240,89100.89,8445.819,9.549703598022461
86400,1255,50668.44,179942.62,0.7184189558029175
86400,1270,57703.99,3905.204,13.776177406311035
86400,1280,11194.442,109230.734,0.897515594959259
86400,1299,0.0,72989.88,1.0
86400,1321,53291.242,11165.224,3.7729668617248535
86400,1331,9834.374,7513.8257,0.3088371157646179
86400,1335,16516.693,6555.4927,1.5195198059082031
86400,1339,46568.914,55554.445,0.16174279153347015
86400,1342,35034.156,1232.8716,27.416711807250977
86400,1346,241456.1,73755.01,2.27375864982605
86400,1350,81804.48,96736.54,0.15435804426670074
86400,1366,34691.32,1325.0051,25.18202781677246
86400,1378,114793.25,151049.56,0.2400292456150055
86400,1381,47401.71,381.88547,123.12545776367188
86400,1385,1521167.5,5025.146,301.71112060546875
86400,1391,84720.734,555131.9,0.8473862409591675
86400,1415,4498808.0,2.1378824E7,0.7895671129226685
86400,1434,48310.77,172.80089,278.57476806640625
86400,1436,98561.516,19399.16,4.080710411071777
86400,1451,48023.156,702.82697,67.32855987548828
86400,1454,116052.086,218.67888,529.6963500976562
86400,1458,207409.44,7849.3755,25.423686981201172
86400,1469,793992.4,95554.87,7.309282302856445
86400,1481,69823.43,70283.55,0.00654658442363143
86400,1491,1810582.2,43364.83,40.7523193359375
86400,1505,84349.88,45.644848,1846.9605712890625
86400,1507,109331.76,1868.8466,57.50226593017578
86400,1515,51673.51,15658.629,2.300002336502075
86400,1523,80367.055,25460.291,2.156564712524414
86400,1535,191506.06,864.00323,220.6497039794922
86400,1541,160339.19,159.78078,1002.494873046875
86400,1545,39572.395,345.60178,113.50286865234375
86400,1548,237823.67,7121.3677,32.39578628540039
86400,1555,134572.2,554.69214,241.60702514648438
86400,1560,185125.88,301582.6,0.3861519992351532
86400,1580,124868.46,333926.44,0.6260599493980408
86400,1602,119964.32,3940.8525,29.44120979309082
86400,1607,110735.51,1164.383,94.10230255126953
86400,1616,143312.95,425.701,335.65167236328125
86400,1621,8101.689,19473.912,0.583972156047821
86400,1628,84570.41,7712.994,9.964666366577148
86400,1633,18223.924,12107.105,0.5052254796028137
86400,1644,36566.414,35902.02,0.018505770713090897
86400,1651,69992.54,12270.563,4.7041015625
86400,1656,18416.143,3146.6228,4.8526692390441895
86400,1659,24293.047,11983.452,1.0272160768508911
86400,1665,58268.633,3975.0771,13.658491134643555
86400,1670,49049.145,634.57074,76.29499816894531
86400,1673,38619.01,7728.462,3.996985673904419
86400,1680,71565.85,22672.105,2.156559467315674
86400,1685,35974.227,11132.999,2.2313148975372314
86400,1690,34441.36,381.88547,89.18766021728516
86400,1694,40115.78,4329.294,8.266125679016113
86400,1700,21566.434,1221.6768,16.65314292907715
86400,1705,31381.762,5772.022,4.436874866485596
86400,1723,72858.8,1278.4926,55.9880485534668
86400,1728,69774.41,257504.4,0.7290360927581787
86400,1743,21350.246,122213.03,0.8253030180931091
86400,1762,15577.528,8481.14,0.8367258310317993
86400,1767,30651.457,1034.3596,28.633270263671875
86400,1779,31759.803,77177.61,0.5884842276573181
